A/C No	 Balance
2747	225415.16
2748	50993.55
2749	115044.90
2750	395929.25
2751	280642.22
2752	19145.43
2753	142553.00
2754	141974.97
2755	64828.92
2756	107791.27
2757	21732.17
2758	183406.12
2759	380980.38
2760	337022.09
2761	154968.00
2762	152492.19
2763	229280.38
2764	173687.28
2765	160400.45
2766	35524.20
2767	183413.03
2768	153652.28
2769	222591.33
2770	239257.14
2771	236485.52
2772	262801.44
2773	382125.12
2774	183044.00
2775	175985.02
2776	86513.85
2777	292558.34
2778	95510.23
2779	286087.12
2780	139747.00
2781	144854.00
2782	203821.20
2783	232229.22
2784	30857.20
2785	81087.86
2786	229428.97
2787	88803.91
2788	174173.66
2789	191638.00
2790	83973.92
2791	185725.33
2792	174528.02
2793	162683.83
2794	77442.27
2795	47683.41
2796	273627.22
2797	61856.30
2798	158264.91
2799	85791.91
2800	116071.00
2801	189524.41
2802	80431.50
2803	31798.90
2804	84850.49
2805	172000.00
2806	130248.21
2807	11734.25
2808	331234.44
2809	144221.41
2810	119567.51
2811	179759.00
2812	175358.00
2813	170242.67
2814	182894.00
2815	176037.31
2816	190158.00
2817	135299.70
2818	177189.52
2819	5539.68
2820	115673.97
2821	47136.71
2822	103977.52
2823	194891.06
2824	47021.53
2825	163748.00
2826	9274.53
2827	132063.66
2828	223797.84
2829	88760.35
2830	138906.36
2831	110052.14
2832	51669.75
2833	342583.53
2834	94599.34
2835	107458.00
2836	126344.55
2837	33262.65
2838	51511.50
2839	225965.64
2840	53440.36
2841	37275.44
2842	28909.35
2843	131539.05
2844	163711.55
2845	8814.12
2846	135380.75
2847	218554.20
2848	20112.64
2849	42623.23
2850	68188.23
2851	138989.00
2852	182691.62
2853	78829.82
2854	140926.00
2855	145594.17
2856	192432.44
2857	59852.90
2858	77208.37
2859	188001.36
2860	156960.72
2861	51180.25
2862	272023.22
2863	115287.98
2864	88590.12
2865	23680.37
2866	15864.94
2867	130980.40
2868	186972.78
2869	279499.69
2870	12104.59
2871	32047.59
2872	10236.50
2873	59621.85
2874	35201.50
2875	138585.00
2876	191851.09
2877	40829.87
2878	104216.08
2879	136754.00
2880	33312.37
2881	45664.79
2882	170300.42
2883	76619.26
2884	319508.09
2885	142465.48
2886	108690.44
2887	166788.00
2888	161691.16
2889	145190.00
2890	19673.34
2891	35003.50
2892	228238.20
2893	68379.44
2894	175292.00
2895	154566.97
2896	322510.72
2897	363938.47
2898	399381.28
2899	165182.94
2900	176912.30
2901	145520.00
2902	11883.77
2903	200694.61
2904	193032.42
2905	120946.96
2906	162276.94
2907	115864.48
2908	124969.85
2909	100034.00
2910	746.88
2911	357093.34
2912	81229.09
2913	167443.11
2914	109463.75
2915	155999.69
2916	109454.61
2917	268518.28
2918	221950.94
2919	433002.31
2920	76110.77
2921	159382.75
2922	6318.17
2923	79792.66
2924	224864.67
2925	24435.32
2926	77713.93
2927	11175.19
2928	242087.88
2929	249879.56
2930	67141.73
2931	144049.00
2932	5574.05
2933	23597.21
2934	243451.00
2935	273524.75
2936	120758.83
2937	174709.69
2938	23264.18
2939	219964.78
2940	361702.12
2941	166046.19
2942	176088.00
2943	202916.19
2944	28939.23
2945	160701.05
2946	74655.06
2947	264354.00
2948	29729.65
2949	200282.36
2950	67569.31
2951	100052.00
2952	194821.64
2953	293451.31
2954	212884.61
2955	14783.49
2956	104709.19
2957	194297.61
2958	84093.20
2959	221556.98
2960	12083.60
2961	301990.72
2962	268906.50
2963	521888.16
2964	45514.91
2965	120221.95
2966	242583.23
2967	93644.27
2968	101560.52
2969	38793.84
2970	12312.39
2971	186141.14
2972	155427.69
2973	228822.47
2974	155483.73
2975	270451.34
2976	34382.21
2977	382879.81
2978	171111.48
2979	91061.41
2980	213518.23
2981	75144.71
2982	110117.55
2983	546060.00
2984	41168.73
2985	307877.59
2986	17260.25
2987	523076.81
2988	58459.55
2989	199901.00
2990	114511.00
2991	270202.22
2992	105524.44
2993	123448.81
2994	262546.69
2995	256604.67
2996	35985.54
2997	149561.94
2998	76287.25
2999	208761.11
3000	175305.72
3001	255948.66
3002	289763.34
3003	140036.08
3004	136008.25
3005	167697.00
3006	146169.98
3007	19449.20
3008	279803.94
3009	119512.48
3010	61009.52
3011	204749.53
3012	5055.94
3013	185280.91
3014	71025.29
3015	310959.66
3016	223473.25
3017	200335.11
3018	45647.03
3019	242109.28
3020	134741.52
3021	212721.39
3022	309787.00
3023	314017.88
3024	71884.99
3025	152187.39
3026	58705.16
3027	18257.40
3028	129716.30
3029	144636.14
3030	205475.28
3031	327722.72
3032	138368.70
3033	10696.54
3034	102175.62
3035	185917.67
3036	133317.19
3037	126271.90
3038	55847.25
3039	148789.20
3040	125350.90
3041	253260.77
3042	199595.84
3043	27687.87
3044	67030.72
3045	72127.20
3046	92913.37
3047	226888.95
3048	77723.13
3049	406334.25
3050	188688.78
3051	2792.95
3052	201140.73
3053	21228.52
3054	288206.38
3055	85893.80
3056	22144.52
3057	30057.10
3058	60767.04
3059	78606.98
3060	84950.91
3061	144666.64
3062	139355.97
3063	174558.06
3064	277228.06
3065	126630.22
3066	110024.15
3067	132376.36
3068	252042.14
3069	53797.55
3070	13172.85
3071	60982.64
3072	15718.56
3073	111088.22
3074	294515.50
3075	117456.91
3076	223999.19
3077	80278.41
3078	1906.93
3079	111226.73
3080	131502.00
3081	59975.76
3082	64239.46
3083	247316.14
3084	146400.61
3085	99962.52
3086	148882.92
3087	169470.70
3088	252579.55
3089	144763.45
3090	22637.38
3091	210969.86
3092	606955.56
3093	187166.89
3094	271976.22
3095	26740.72
3096	199617.27
3097	169858.91
3098	14298.33
3099	39599.13
3100	39399.57
3101	56849.06
3102	44592.32
3103	204591.64
3104	124179.93
3105	235379.86
3106	192597.28
3107	179781.00
3108	190905.81
3109	47183.99
3110	182362.00
3111	155925.38
3112	80076.09
3113	254546.62
3114	251051.44
3115	292416.88
3116	37261.02
3117	12196.41
3118	171332.44
3119	332742.22
3120	120713.48
3121	186977.00
3122	67976.80
3123	403263.53
3124	48028.95
3125	269220.22
3126	69051.12
3127	176149.52
3128	147044.92
3129	178781.55
3130	227965.89
3131	84597.73
3132	166911.81
3133	34163.89
3134	103107.00
3135	183947.88
3136	99095.59
3137	311642.75
3138	167937.73
3139	307568.62
3140	46614.84
3141	177186.38
3142	115581.85
3143	329882.50
3144	199449.11
3145	72224.07
3146	178578.12
3147	114986.72
3148	6514.00
3149	14561.21
3150	136852.95
3151	125096.66
3152	94287.88
3153	120659.00
3154	19315.09
3155	249093.98
3156	190269.06
3157	300898.31
3158	208162.61
3159	243220.84
3160	65714.27
3161	109359.51
3162	226800.77
3163	302002.88
3164	43237.40
3165	130961.91
3166	13129.57
3167	229331.72
3168	78540.51
3169	170400.20
3170	7731.35
3171	57403.04
3172	68282.09
3173	112346.11
3174	108287.44
3175	155140.78
3176	33033.36
3177	152932.31
3178	136540.39
3179	116905.57
3180	14541.39
3181	379634.41
3182	123090.00
3183	41707.36
3184	107854.00
3185	10926.21
3186	22907.48
3187	150474.27
3188	79089.58
3189	272895.09
3190	244428.50
3191	148215.28
3192	265332.41
3193	194103.05
3194	136642.50
3195	207226.86
3196	106429.78
3197	149184.08
3198	177724.00
3199	62313.52
3200	340181.75
3201	250506.28
3202	277616.50
3203	103193.00
3204	216760.50
3205	222094.50
3206	9799.18
3207	26158.11
3208	107569.07
3209	117576.48
3210	101788.49
3211	182933.22
3212	46410.70
3213	210937.41
3214	57251.36
3215	195500.94
3216	244578.42
3217	160422.52
3218	126542.59
3219	110505.16
3220	126157.90
3221	48779.80
3222	75309.80
3223	115361.35
3224	171328.12
3225	20876.02
3226	176100.38
3227	131946.19
3228	212000.17
3229	253964.34
3230	104936.35
3231	266726.56
3232	40272.29
3233	343235.50
3234	178408.00
3235	194532.69
3236	87552.31
3237	418634.25
3238	64342.82
3239	226042.19
3240	163379.17
3241	357188.09
3242	21670.93
3243	129847.52
3244	153244.94
3245	55280.15
3246	123881.44
3247	6458.64
3248	157807.73
3249	8303.08
3250	129448.00
3251	164173.25
3252	184797.69
3253	34476.91
3254	113117.30
3255	208699.92
3256	18079.70
3257	107520.39
3258	195680.80
3259	152685.31
3260	404404.41
3261	22516.69
3262	72737.10
3263	31689.41
3264	47505.25
3265	126084.88
3266	96812.97
3267	125196.24
3268	266204.03
3269	26152.02
3270	99641.00
3271	84299.30
3272	21260.11
3273	152911.11
3274	172703.00
3275	7640.67
3276	2906.88
3277	20988.15
3278	2656.36
3279	44942.36
3280	93870.95
3281	198901.02
3282	169513.80
3283	61906.62
3284	226246.28
3285	224963.84
3286	353496.25
3287	261306.55
3288	25015.09
3289	196634.05
3290	101076.43
3291	26246.06
3292	165100.34
3293	83477.03
3294	141407.20
3295	184367.00
3296	128251.56
3297	86371.63
3298	193172.36
3299	129729.00
3300	220169.45
3301	41224.89
3302	121406.74
3303	202275.08
3304	59937.23
3305	42868.12
3306	133686.17
3307	125188.79
3308	146286.00
3309	197698.00
3310	190429.16
3311	145369.14
3312	91516.77
3313	330958.16
3314	87204.99
3315	261082.17
3316	225968.22
3317	66432.65
3318	94740.73
3319	180878.00
3320	153745.62
3321	62165.05
3322	45130.98
3323	283285.31
3324	77471.42
3325	230804.80
3326	48036.90
3327	293067.78
3328	250495.95
3329	251179.83
3330	31756.66
3331	23033.87
3332	198451.58
3333	219521.75
3334	40760.08
3335	135149.47
3336	161774.22
3337	197901.48
3338	322208.34
3339	25292.64
3340	220073.70
3341	25392.53
3342	41799.57
3343	100886.82
3344	53065.74
3345	12131.49
3346	46627.65
3347	6505.03
3348	2319.50
3349	436993.25
3350	273059.03
3351	273539.44
3352	22912.30
3353	88374.21
3354	196346.25
3355	9588.06
3356	213694.05
3357	170881.89
3358	124521.39
3359	120575.60
3360	38674.88
3361	156821.16
3362	112744.12
3363	239658.38
3364	88170.79
3365	285897.75
3366	428974.72
3367	80194.62
3368	111416.73
3369	212196.86
3370	313618.16
3371	48529.41
3372	15850.51
3373	504375.28
3374	22352.96
3375	47327.31
3376	290279.44
3377	305901.66
3378	192776.25
3379	89775.05
3380	282295.97
3381	72871.50
3382	90485.05
3383	114935.58
3384	265077.97
3385	93886.68
3386	128825.00
3387	46999.34
3388	386064.69
3389	159639.00
3390	278185.50
3391	130232.82
3392	50089.38
3393	383693.62
3394	59630.54
3395	238037.97
3396	7095.06
3397	359737.78
3398	251189.81
3399	111586.45
3400	115644.00
3401	74204.23
3402	187564.44
3403	68399.92
3404	133760.41
3405	162695.67
3406	285238.59
3407	40520.73
3408	139573.31
3409	40780.68
3410	155365.03
3411	180312.50
3412	355995.41
3413	102259.96
3414	18849.16
3415	158351.20
3416	709173.31
3417	353891.25
3418	126514.43
3419	309050.28
3420	247630.97
3421	680.49
3422	184346.66
3423	30689.10
3424	140894.33
3425	261117.27
3426	146808.09
3427	426669.44
3428	40296.27
3429	55067.36
3430	155898.42
3431	59231.37
3432	221140.50
3433	324326.19
3434	185891.28
3435	222036.55
3436	111305.00
3437	233037.78
3438	15441.34
3439	188777.00
3440	146073.42
3441	131256.27
3442	166247.84
3443	96570.77
3444	59821.91
3445	106168.12
3446	68154.80
3447	364275.41
3448	189608.62
3449	150998.16
3450	56784.79
3451	175929.38
3452	267933.59
3453	147591.00
3454	133076.66
3455	129344.32
3456	215648.58
3457	125788.77
3458	213101.17
3459	175055.09
3460	38111.68
3461	42606.10
3462	159349.38
3463	90402.69
3464	22805.00
3465	242425.50
3466	141042.00
3467	245726.78
3468	223680.33
3469	184096.00
3470	357070.75
3471	269670.16
3472	189910.55
3473	202849.02
3474	140361.73
3475	19712.10
3476	220472.75
3477	137815.11
3478	262460.59
3479	183869.33
3480	140351.92
3481	22135.97
3482	3722.89
3483	54614.29
3484	89570.17
3485	364367.69
3486	80693.77
3487	124264.59
3488	257175.52
3489	127924.76
3490	217727.83
3491	328276.84
3492	75764.09
3493	20388.91
3494	158641.00
3495	67211.58
3496	156806.12
3497	161020.81
3498	72427.06
3499	267492.22
3500	168489.88
3501	116872.52
3502	208278.78
3503	180709.00
3504	83602.61
3505	260256.17
3506	51403.07
3507	211796.67
3508	63021.67
3509	226959.38
3510	269833.25
3511	25471.07
3512	63467.54
3513	431044.97
3514	267035.00
3515	77338.70
3516	301009.53
3517	40711.16
3518	128656.00
3519	4932.95
3520	135301.67
3521	75157.78
3522	144042.42
3523	126793.36
3524	29922.91
3525	93962.27
3526	162165.06
3527	22079.71
3528	9308.59
3529	21666.00
3530	37917.11
3531	150250.00
3532	110557.63
3533	26266.74
3534	216659.19
3535	167096.16
3536	329648.62
3537	176859.58
3538	39119.53
3539	135264.67
3540	101674.77
3541	303259.97
3542	199356.00
3543	144173.42
3544	115983.21
3545	222214.69
3546	4162.73
3547	23649.26
3548	47751.96
3549	99414.38
3550	155739.67
3551	188993.31
3552	173964.67
3553	217753.80
3554	88129.17
3555	13903.39
3556	11109.99
3557	210842.84
3558	18626.53
3559	140676.02
3560	102966.23
3561	72994.05
3562	58189.80
3563	125945.57
3564	180893.97
3565	167824.72
3566	329908.00
3567	215055.91
3568	137480.77
3569	120209.04
3570	109914.44
3571	147203.11
3572	19848.73
3573	175679.11
3574	240053.55
3575	29449.87
3576	124102.12
3577	15972.86
3578	105825.70
3579	78584.59
3580	44865.92
3581	20649.40
3582	227701.30
3583	39944.71
3584	75393.91
3585	230215.22
3586	240049.03
3587	262129.69
3588	256118.52
3589	41443.19
3590	116042.91
3591	270530.31
3592	328482.41
3593	29368.53
3594	14047.18
3595	96930.47
3596	193005.72
3597	34961.70
3598	209907.69
3599	89419.94
3600	201992.02
3601	73441.89
3602	233057.05
3603	321047.56
3604	296428.38
3605	78445.52
3606	56295.39
3607	223076.98
3608	133558.48
3609	367053.28
3610	310537.75
3611	44812.88
3612	41304.50
3613	25700.37
3614	96265.52
3615	270906.25
3616	111709.20
3617	14140.25
3618	20718.48
3619	72935.36
3620	36072.88
3621	34952.53
3622	124461.34
3623	27248.91
3624	101642.00
3625	305352.12
3626	163802.50
3627	113975.88
3628	84535.17
3629	45221.30
3630	168617.11
3631	73511.54
3632	152178.47
3633	82495.46
3634	122225.75
3635	67646.13
3636	34957.54
3637	182211.00
3638	77869.00
3639	22040.81
3640	21699.84
3641	190452.31
3642	12613.85
3643	80997.54
3644	4527.86
3645	25681.53
3646	291838.94
3647	9927.73
3648	206079.75
3649	256625.25
3650	26862.13
3651	81952.35
3652	14257.06
3653	242373.52
3654	51434.16
3655	352229.38
3656	215460.31
3657	208057.56
3658	166620.91
3659	73421.16
3660	245150.42
3661	69844.88
3662	192091.70
3663	154815.44
3664	99327.52
3665	8200.21
3666	214634.12
3667	139301.47
3668	232351.55
3669	147775.20
3670	282518.34
3671	57788.31
3672	54960.42
3673	158634.30
3674	118134.56
3675	17978.01
3676	98135.37
3677	235571.59
3678	198629.27
3679	42709.78
3680	199619.41
3681	101055.83
3682	247135.61
3683	89508.98
3684	156387.00
3685	176983.94
3686	227528.62
3687	126703.99
3688	169967.52
3689	333309.28
3690	130905.48
3691	43260.87
3692	157773.80
3693	205441.75
3694	171814.94
3695	105723.87
3696	98999.77
3697	295023.66
3698	6829.64
3699	87841.85
3700	110062.00
3701	28232.39
3702	164544.80
3703	154879.44
3704	11374.68
3705	219481.59
3706	144320.86
3707	109802.21
3708	94152.79
3709	34313.04
3710	195460.73
3711	125891.77
3712	201309.44
3713	65540.60
3714	66549.02
3715	309501.50
3716	7961.09
3717	121272.89
3718	126644.69
3719	87303.77
3720	300647.03
3721	19448.63
3722	71044.47
3723	2717.89
3724	151356.73
3725	334042.47
3726	215571.45
3727	157597.28
3728	113159.00
3729	22723.52
3730	123771.59
3731	131969.69
3732	140042.00
3733	159030.50
3734	81359.10
3735	232477.62
3736	249762.36
3737	132583.25
3738	171087.05
3739	342950.44
3740	165037.89
3741	22997.50
3742	5417.55
3743	327365.72
3744	52726.50
3745	268402.97
3746	133323.80
3747	2540.26
3748	34196.70
3749	88047.92
3750	119732.76
3751	274248.41
3752	234122.86
3753	34062.25
3754	179808.16
3755	57828.46
3756	6093.23
3757	57596.75
3758	297153.28
3759	78850.12
3760	212787.50
3761	139577.84
3762	165089.69
3763	104505.46
3764	144947.38
3765	38700.76
3766	111730.00
3767	144048.28
3768	30451.60
3769	33052.90
3770	52623.75
3771	244015.41
3772	309777.59
3773	100619.30
3774	139793.55
3775	879.05
3776	89578.64
3777	124671.28
3778	222249.75
3779	228378.33
3780	308767.19
3781	123038.04
3782	43880.15
3783	3395.03
3784	89067.74
3785	190535.19
3786	34160.96
3787	53636.95
3788	220402.62
3789	132227.28
3790	38128.77
3791	187781.61
3792	100361.00
3793	2578.68
3794	291806.69
3795	47419.29
3796	123833.42
3797	52837.05
3798	216870.31
3799	202471.88
3800	32172.41
3801	257408.64
3802	104575.08
3803	198761.88
3804	186311.00
3805	83796.46
3806	401929.25
3807	240372.23
3808	782.69
3809	233139.16
3810	32808.50
3811	183515.61
3812	24313.02
3813	275214.91
3814	51473.65
3815	156060.44
3816	56531.49
3817	251537.22
3818	192460.36
3819	72771.95
3820	35788.92
3821	148660.25
3822	248324.23
3823	285115.06
3824	150085.45
3825	65523.57
3826	320830.59
3827	67805.68
3828	321791.88
3829	101137.98
3830	92291.12
3831	460411.94
3832	65674.17
3833	170254.27
3834	13264.64
3835	491106.62
3836	181682.70
3837	43550.58
3838	224354.83
3839	9509.81
3840	25275.43
3841	8759.45
3842	32519.53
3843	124009.89
3844	95992.78
3845	511392.69
3846	87100.18
3847	9903.71
3848	282747.81
3849	19394.56
3850	42766.30
3851	7342.28
3852	57328.39
3853	33152.40
3854	115917.70
3855	347701.53
3856	49195.93
3857	211753.03
3858	51200.18
3859	145449.58
3860	123215.77
3861	53703.29
3862	68562.26
3863	33007.57
3864	108795.07
3865	343042.47
3866	36826.52
3867	4202.13
3868	161448.00
3869	118013.55
3870	16236.71
3871	65017.06
3872	308257.84
3873	48254.07
3874	11319.62
3875	284022.34
3876	44601.72
3877	95484.91
3878	98931.20
3879	202903.03
3880	43475.43
3881	417790.16
3882	189654.58
3883	435044.38
3884	272401.81
3885	71253.57
3886	29350.39
3887	68896.98
3888	207807.95
3889	261861.47
3890	57531.25
3891	158469.06
3892	132173.00
3893	192425.50
3894	17910.17
3895	226773.44
3896	153432.80
3897	134511.45
3898	288415.88
3899	117217.12
3900	98702.49
3901	597601.81
3902	59736.39
3903	59977.66
3904	152176.00
3905	60190.76
3906	293788.25
3907	158251.42
3908	174964.42
3909	500426.50
3910	190197.12
3911	141871.08
3912	103191.02
3913	5603.78
3914	43275.32
3915	237962.88
3916	187326.80
3917	374753.75
3918	111112.45
3919	215800.81
3920	4058.39
3921	181456.11
3922	181156.44
3923	236864.61
3924	372069.56
3925	75788.39
3926	49776.44
3927	310962.56
3928	70378.79
3929	167850.00
3930	11393.07
3931	200253.44
3932	224411.67
3933	332727.62
3934	229526.20
3935	134873.45
3936	71280.07
3937	33768.00
3938	25339.21
3939	83988.44
3940	64857.39
3941	167336.72
3942	286548.81
3943	409991.62
3944	194122.78
3945	265208.50
3946	159998.12
3947	59327.57
3948	46876.91
3949	132523.12
3950	336958.00
3951	149305.20
3952	206259.61
3953	52927.21
3954	274684.59
3955	74967.32
3956	9638.96
3957	413724.62
3958	35194.45
3959	134284.45
3960	149978.83
3961	193200.31
3962	305064.66
3963	177816.27
3964	155027.00
3965	239981.58
3966	18131.64
3967	79858.19
3968	122141.52
3969	58355.34
3970	226094.47
3971	36454.96
3972	41703.68
3973	48811.04
3974	59319.57
3975	43159.27
3976	9761.98
3977	76968.89
3978	282455.72
3979	244913.67
3980	202174.19
3981	49613.82
3982	149542.00
3983	80199.95
3984	11062.23
3985	140061.16
3986	44772.65
3987	145854.94
3988	92616.26
3989	68677.20
3990	27944.87
3991	434638.50
3992	215046.81
3993	65072.04
3994	281590.53
3995	61861.81
3996	13965.25
3997	167373.30
3998	60160.69
3999	120278.88
4000	13164.49
4001	183327.00
4002	45520.62
4003	117358.03
4004	347794.75
4005	251319.19
4006	138190.72
4007	36588.43
4008	32702.16
4009	247988.34
4010	86514.11
4011	175531.98
4012	97275.15
4013	73602.66
4014	126987.11
4015	127508.84
4016	181639.67
4017	340411.09
4018	239407.98
4019	106303.59
4020	145488.27
4021	43483.43
4022	312724.25
4023	16046.32
4024	22662.33
4025	16066.04
4026	207535.72
4027	220095.55
4028	159825.58
4029	9600.64
4030	122554.40
4031	237082.22
4032	41524.60
4033	335613.09
4034	320576.38
4035	204128.22
4036	205570.33
4037	66703.77
4038	119109.86
4039	282409.81
4040	11339.07
4041	212151.77
4042	241684.77
4043	3405.22
4044	173170.22
4045	58092.68
4046	277879.91
4047	144906.11
4048	229760.44
4049	221216.73
4050	269208.19
4051	39194.55
4052	103326.20
4053	276754.28
4054	9052.82
4055	147960.83
4056	183962.36
4057	58130.31
4058	240086.27
4059	51977.77
4060	87876.55
4061	161563.94
4062	15885.77
4063	181951.17
4064	125418.94
4065	15222.06
4066	69219.03
4067	12339.07
4068	118425.45
4069	95647.29
4070	47592.61
4071	148939.38
4072	24795.56
4073	137246.20
4074	2295.89
4075	40690.82
4076	173429.91
4077	28012.71
4078	192521.81
4079	59721.74
4080	34087.39
4081	140775.48
4082	193053.00
4083	38997.44
4084	264776.81
4085	162320.98
4086	221921.17
4087	101954.10
4088	49529.12
4089	30449.15
4090	25376.30
4091	6280.71
4092	91429.70
4093	445340.62
4094	60613.46
4095	229123.77
4096	44735.67
4097	13162.66
4098	16629.41
4099	249524.12
4100	183956.06
4101	56778.29
4102	94808.88
4103	28929.05
4104	62072.36
4105	215411.81
4106	53416.90
4107	25086.10
4108	17756.24
4109	96468.93
4110	141937.61
4111	21121.86
4112	109763.09
4113	137178.97
4114	83601.24
4115	330056.44
4116	124623.54
4117	86760.25
4118	174604.28
4119	91050.43
4120	184625.38
4121	150227.80
4122	23760.25
4123	129667.55
4124	48524.56
4125	155252.56
4126	164983.73
4127	146567.84
4128	60078.06
4129	202613.45
4130	204750.09
4131	208208.06
4132	29611.65
4133	4027.54
4134	41459.59
4135	391038.50
4136	125987.59
4137	24808.66
4138	103702.22
4139	93127.81
4140	108726.67
4141	17015.87
4142	268620.59
4143	112740.21
4144	226173.64
4145	230309.69
4146	212063.66
4147	153155.94
4148	156503.89
4149	119850.84
4150	168694.19
4151	108896.02
4152	433351.47
4153	76658.22
4154	179604.20
4155	225777.64
4156	146188.72
4157	51488.42
4158	58121.40
4159	129955.60
4160	69778.06
4161	13472.86
4162	148002.06
4163	2155.59
4164	97359.66
4165	223904.81
4166	22747.92
4167	28589.67
4168	131036.84
4169	323140.34
4170	430489.19
4171	195889.92
4172	149289.48
4173	401033.72
4174	223676.75
4175	378270.69
4176	224305.30
4177	273681.34
4178	68909.39
4179	93624.34
4180	127238.42
4181	11528.61
4182	131402.52
4183	155596.33
4184	52569.52
4185	63195.93
4186	91768.16
4187	204525.33
4188	1572.27
4189	283922.19
4190	131389.33
4191	74064.48
4192	308311.16
4193	158469.45
4194	196376.72
4195	261371.08
4196	365709.53
4197	124418.38
4198	102657.09
4199	7906.48
4200	391536.72
4201	41707.02
4202	120668.94
4203	490701.88
4204	57948.20
4205	53888.07
4206	115431.31
4207	185005.23
4208	251892.19
4209	5193.32
4210	11994.42
4211	309128.03
4212	86976.77
4213	3181.13
4214	13214.98
4215	34379.30
4216	70636.25
4217	12813.58
4218	105516.16
4219	55117.70
4220	114776.30
4221	135209.84
4222	187542.36
4223	17418.10
4224	71404.40
4225	44978.90
4226	33056.38
4227	90764.39
4228	47901.87
4229	254800.27
4230	137566.59
4231	231200.84
4232	40421.69
4233	92991.64
4234	31008.72
4235	168292.73
4236	156587.77
4237	272742.88
4238	165547.42
4239	291702.38
4240	58459.93
4241	479567.00
4242	248397.19
4243	106882.32
4244	281897.66
4245	7245.86
4246	232284.39
4247	220308.36
4248	62589.17
4249	37416.90
4250	86213.95
4251	62094.86
4252	334464.03
4253	98085.40
4254	92677.83
4255	39368.13
4256	66986.98
4257	166068.59
4258	73261.34
4259	40126.41
4260	190386.06
4261	328645.44
4262	74869.32
4263	119236.76
4264	331576.94
4265	104023.34
4266	210320.97
4267	184279.11
4268	55032.11
4269	6659.46
4270	193610.36
4271	66382.13
4272	447873.03
4273	169201.47
4274	14393.93
4275	209590.11
4276	79338.40
4277	72132.02
4278	11397.12
4279	182603.44
4280	107949.57
4281	39686.08
4282	587388.00
4283	200078.39
4284	7941.11
4285	164202.55
4286	228840.12
4287	318934.81
4288	118453.30
4289	82491.55
4290	54925.46
4291	229465.22
4292	109654.38
4293	97397.68
4294	81980.25
4295	7057.76
4296	40142.52
4297	180121.98
4298	309770.84
4299	118569.35
4300	50717.37
4301	126990.84
4302	65860.22
4303	194211.92
4304	52466.41
4305	145918.72
4306	182401.86
4307	136152.08
4308	150221.69
4309	79166.74
4310	162999.12
4311	167517.97
4312	67845.12
4313	246832.55
4314	275477.38
4315	203395.00
4316	6461.05
4317	45471.22
4318	33592.41
4319	169819.58
4320	107416.47
4321	105815.03
4322	76639.30
4323	142421.22
4324	101644.92
4325	64656.11
4326	222138.53
4327	114091.66
4328	21435.07
4329	148540.06
4330	108204.19
4331	40382.35
4332	179366.22
4333	165845.80
4334	140597.66
4335	478.58
4336	121052.08
4337	41402.61
4338	160658.58
4339	181759.19
4340	303874.00
4341	24894.04
4342	299778.44
4343	22419.95
4344	124217.82
4345	257890.61
4346	20502.93
4347	315208.69
4348	163574.36
4349	175152.62
4350	41239.54
4351	9906.31
4352	7271.79
4353	129586.96
4354	15410.02
4355	45300.73
4356	36459.73
4357	205652.91
4358	72456.12
4359	279423.25
4360	194991.27
4361	120197.55
4362	410323.66
4363	223874.88
4364	205793.95
4365	84404.53
4366	315357.03
4367	37689.32
4368	104265.36
4369	4508.80
4370	24200.57
4371	78341.09
4372	199872.17
4373	127910.09
4374	218555.16
4375	207441.70
4376	78572.30
4377	88813.33
4378	159433.16
4379	387218.75
4380	6409.25
4381	509957.53
4382	35012.64
4383	271755.81
4384	4386.40
4385	201801.08
4386	223824.91
4387	36123.36
4388	321102.16
4389	4220.29
4390	112940.39
4391	146506.67
4392	79211.47
4393	100432.65
4394	127320.59
4395	63980.12
4396	36065.46
4397	66927.81
4398	300844.81
4399	449894.34
4400	317797.41
4401	33140.06
4402	93599.23
4403	283202.03
4404	63039.97
4405	99015.60
4406	20094.82
4407	42019.37
4408	183332.78
4409	76001.62
4410	12568.90
4411	164103.00
4412	89107.67
4413	58606.28
4414	99201.23
4415	79775.15
4416	60367.61
4417	155996.92
4418	296922.34
4419	80354.86
4420	279958.75
4421	395777.81
4422	201998.03
4423	63314.52
4424	15812.47
4425	58153.09
4426	212725.77
4427	207945.98
4428	127647.70
4429	44820.31
4430	197430.11
4431	58593.73
4432	67057.32
4433	248356.95
4434	80577.68
4435	52810.39
4436	153475.41
4437	113203.96
4438	80621.77
4439	238232.78
4440	92323.32
4441	128803.59
4442	415502.56
4443	46406.62
4444	469481.88
4445	119686.53
4446	63336.66
4447	117886.02
4448	232725.81
4449	109937.66
4450	12308.05
4451	12421.55
4452	18232.40
4453	165991.73
4454	102248.77
4455	2306.76
4456	78564.54
4457	52928.63
4458	336685.72
4459	226294.69
4460	59432.81
4461	156455.22
4462	341489.31
4463	60669.32
4464	72293.84
4465	228992.77
4466	13514.55
4467	159888.89
4468	1335.75
4469	74139.24
4470	127770.64
4471	95284.05
4472	45556.98
4473	111035.70
4474	168389.94
4475	45195.64
4476	40737.25
4477	4127.29
4478	151260.84
4479	143914.75
4480	131173.73
4481	31333.04
4482	723.57
4483	309045.59
4484	198587.62
4485	9455.66
4486	242318.34
4487	30770.73
4488	90567.25
4489	406450.03
4490	28588.87
4491	220736.53
4492	63350.89
4493	414855.56
4494	4337.25
4495	124147.95
